Z,Atom,A,B,Value,Uncertainty,Method,Year,Citation,Links,Notes
55,Cs,7p-,7s,10.308,0.015,Expt.+Th.,1999,"S. C. Bennett, J. L. Roberts, and C. E. Wieman, Phys. Rev. A 59, R16 (1999); M. S. Safronova, W. R. Johnson, and A. Derevianko, Phys. Rev. A 60, 4476 (1999)",https://doi.org/10.1103/PhysRevA.59.R16; https://doi.org/10.1103/PhysRevA.60.4476,
55,Cs,7p+,7s,14.32,0.02,Expt.+Th.,1999,"S. C. Bennett, J. L. Roberts, and C. E. Wieman, Phys. Rev. A 59, R16 (1999); M. S. Safronova, W. R. Johnson, and A. Derevianko, Phys. Rev. A 60, 4476 (1999)",https://doi.org/10.1103/PhysRevA.59.R16; https://doi.org/10.1103/PhysRevA.60.4476,
56,Ba+,6p-,6s,3.299,,CCSDvT+sc.,2021,"S. G. Porsev and M. S. Safronova, Phys. Rev. A 103, 042815 (2021)",https://doi.org/10.1103/PhysRevA.103.042815,
56,Ba+,6p-,5d-,3.001,,CCSDvT+sc.,2021,"S. G. Porsev and M. S. Safronova, Phys. Rev. A 103, 042815 (2021)",https://doi.org/10.1103/PhysRevA.103.042815,
56,Ba+,6p+,6s,4.659,,CCSDvT+sc.,2021,"S. G. Porsev and M. S. Safronova, Phys. Rev. A 103, 042815 (2021)",https://doi.org/10.1103/PhysRevA.103.042815,
56,Ba+,6p+,5d-,1.312,,CCSDvT+sc.,2021,"S. G. Porsev and M. S. Safronova, Phys. Rev. A 103, 042815 (2021)",https://doi.org/10.1103/PhysRevA.103.042815,
56,Ba+,6p+,5d+,4.047,,CCSDvT+sc.,2021,"S. G. Porsev and M. S. Safronova, Phys. Rev. A 103, 042815 (2021)",https://doi.org/10.1103/PhysRevA.103.042815,
55,Cs,6p-,6s,4.5093,,CCSDvT+sc.,2010,"S. G. Porsev, K. Beloy, and A. Derevianko, Phys. Rev. D 82,036008 (2010)",https://doi.org/10.1103/PhysRevD.82.036008,
55,Cs,6p-,7s,4.245,,CCSDvT+sc.,2010,"S. G. Porsev, K. Beloy, and A. Derevianko, Phys. Rev. D 82,036008 (2010)",https://doi.org/10.1103/PhysRevD.82.036008,
55,Cs,7p-,6s,0.2769,,CCSDvT+sc.,2010,"S. G. Porsev, K. Beloy, and A. Derevianko, Phys. Rev. D 82,036008 (2010)",https://doi.org/10.1103/PhysRevD.82.036008,
55,Cs,7p-,7s,10.307,,CCSDvT+sc.,2010,"S. G. Porsev, K. Beloy, and A. Derevianko, Phys. Rev. D 82,036008 (2010)",https://doi.org/10.1103/PhysRevD.82.036008,
70,Yb+,5d-,6p-,3.06,,MBPT(3),2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,5d-,6p+,1.35,,MBPT(3),2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,5d-,6p-,2.98,,CCSD,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,5d-,6p+,1.32,,CCSD,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,5d-,6p-,2.53,,CI,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,5d-,6p+,1.05,,CI,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,5d+,6p+,4.23,,MBPT(3),2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,5d+,6p+,3.27,,CI,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,6s,6p-,2.75,,MBPT(3),2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,6s,6p+,3.83,,MBPT(3),2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,6s,6p-,2.64,,CCSD,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,6s,6p+,3.71,,CCSD,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,6s,6p-,2.51,,CI,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
70,Yb+,6s,6p+,3.32,,CI,2012,"S. G. Porsev, M. S. Safronova, and M. G. Kozlov, Phys. Rev. A 86, 022504 (2012)",https://doi.org/10.1103/PhysRevA.86.022504,
56,Ba+,6p-,6s,3.3251,0.0021,Expt.,2010,"S. L. Woods, M. E. Hanni, S. R. Lundeen, and E. L. Snow, Phys. Rev. A 82,012506 (2010)",https://journals.aps.org/pra/abstract/10.1103/PhysRevA.82.012506,
56,Ba+,6p+,6s,4.7017,0.0027,Expt.,2010,"S. L. Woods, M. E. Hanni, S. R. Lundeen, and E. L. Snow, Phys. Rev. A 82,012506 (2010)",https://journals.aps.org/pra/abstract/10.1103/PhysRevA.82.012506,
70,Yb+,5d-,6p-,2.97,0.04,Expt.,2009,"S. Olmschenk, K. C. Younge, D. L. Moehring, D. N. Matsukevich, P. Maunz, and C. Monroe, Phys. Rev. A 76, 052314 (2007); S. Olmschenk, D. Hayes, D. N. Matsukevich, P. Maunz, D. L. Moehring, K. C. Younge, and C. Monroe, Phys. Rev. A 80, 022502 (2009)",https://doi.org/10.1103/PhysRevA.76.052314; https://doi.org/10.1103/PhysRevA.80.022502,"See also: T. R. Tan, C. L. Edmunds, A. R. Milne, M. J. Biercuk, and C. Hempel, Phys. Rev. A 104, L010802 (2021) - lifetimes + branching; T. Feldker, H. Fürst, N. V. Ewald, J. Joger, and R. Gerritsma, Phys. Rev. A 97, 032511 (2018) - branching"
70,Yb+,6s,6p-,2.471,0.003,Expt.,2009,"S. Olmschenk, K. C. Younge, D. L. Moehring, D. N. Matsukevich, P. Maunz, and C. Monroe, Phys. Rev. A 76, 052314 (2007); S. Olmschenk, D. Hayes, D. N. Matsukevich, P. Maunz, D. L. Moehring, K. C. Younge, and C. Monroe, Phys. Rev. A 80, 022502 (2009)",https://doi.org/10.1103/PhysRevA.76.052314; https://doi.org/10.1103/PhysRevA.80.022502,
55,Cs,6p+,5d+,9.65,0.018,Expt.,2020,"S. Pucher, P. Schneeweiss, A. Rauschenbeutel, and A. Dareau, Phys. Rev. A 101, 042510 (2020); B. M. Roberts, C. J. Fairhall, and J. S. M. Ginges Phys. Rev. A 107, 052812 (2023)",https://doi.org/10.1103/PhysRevA.101.042510; https://journals.aps.org/pra/abstract/10.1103/PhysRevA.107.052812,
87,Fr,7p-,6d-,7.45,,CCSD(T),2016,"S. Singh, B. K. Sahoo, and B. Arora, Phys. Rev. A 94, 023418 (2016)",https://doi.org/10.1103/PhysRevA.94.023418,
87,Fr,7p+,6d-,3.44,,CCSD(T),2016,"S. Singh, B. K. Sahoo, and B. Arora, Phys. Rev. A 94, 023418 (2016)",https://doi.org/10.1103/PhysRevA.94.023418,
87,Fr,7p+,6d+,10.53,,CCSD(T),2016,"S. Singh, B. K. Sahoo, and B. Arora, Phys. Rev. A 94, 023418 (2016)",https://doi.org/10.1103/PhysRevA.94.023418,
38,Sr+,4d-,5p-,3.083,,CCSD,2011,"Safronova et al, Can. J. Phys. 89, 465-472 (2011)",https://doi.org/10.1139/p11-004,
38,Sr+,4d-,5p+,1.3694,,CCSD,2011,"Safronova et al, Can. J. Phys. 89, 465-472 (2011)",https://doi.org/10.1139/p11-004,
38,Sr+,4d+,5p+,4.1497,,CCSD,2011,"Safronova et al, Can. J. Phys. 89, 465-472 (2011)",https://doi.org/10.1139/p11-004,
38,Sr+,5s,5p-,3.0784,,CCSD,2011,"Safronova et al, Can. J. Phys. 89, 465-472 (2011)",https://doi.org/10.1139/p11-004,
38,Sr+,5s,5p+,4.3507,,CCSD,2011,"Safronova et al, Can. J. Phys. 89, 465-472 (2011)",https://doi.org/10.1139/p11-004,
37,Rb,6p-,5s,0.334,,CCSD,2020,"Simranpreet Kaur, Bindiya Arora, B. K. Sahoo, https://arxiv.org/abs/2012.07362 (withdrawn)",https://arxiv.org/abs/2012.07362,Paper withdrawn from the arXiv
37,Rb,6p+,5s,0.541,,CCSD,2020,"Simranpreet Kaur, Bindiya Arora, B. K. Sahoo, https://arxiv.org/abs/2012.07362 (withdrawn)",https://arxiv.org/abs/2012.07362,Paper withdrawn from the arXiv
19,K,4p-,4s,4.106,0.002,Expt.,2006,"St. Falke, I. Sherstov, E. Tiemann, and Ch. Lisdat, J. Chem. Phys. 125, 224303 (2006)",https://doi.org/10.1063/1.2375120,
19,K,4p+,4s,5.807,0.003,Expt.,2006,"St. Falke, I. Sherstov, E. Tiemann, and Ch. Lisdat, J. Chem. Phys. 125, 224303 (2006)",https://doi.org/10.1063/1.2375120,
70,Yb+,5d-,6p-,2.97,,MBPT(3),2009,"U. I. Safronova and M. S. Safronova, Phys. Rev. A 79, 022512 (2009)",https://doi.org/10.1103/PhysRevA.79.022512,
70,Yb+,5d-,6p+,1.31,,MBPT(3),2009,"U. I. Safronova and M. S. Safronova, Phys. Rev. A 79, 022512 (2009)",https://doi.org/10.1103/PhysRevA.79.022512,
70,Yb+,5d+,6p+,4.12,,MBPT(3),2009,"U. I. Safronova and M. S. Safronova, Phys. Rev. A 79, 022512 (2009)",https://doi.org/10.1103/PhysRevA.79.022512,
70,Yb+,6s,6p-,2.68,,MBPT(3),2009,"U. I. Safronova and M. S. Safronova, Phys. Rev. A 79, 022512 (2009)",https://doi.org/10.1103/PhysRevA.79.022512,
70,Yb+,6s,6p+,3.77,,MBPT(3),2009,"U. I. Safronova and M. S. Safronova, Phys. Rev. A 79, 022512 (2009)",https://doi.org/10.1103/PhysRevA.79.022512,
38,Sr+,4d-,5p-,3.112,0.036,CCSDpT,2010,"U. I. Safronova, Phys. Rev. A 82,022504 (2010)",https://doi.org/10.1103/PhysRevA.82.022504,
38,Sr+,4d-,5p+,1.382,0.036,CCSDpT,2010,"U. I. Safronova, Phys. Rev. A 82,022504 (2010)",https://doi.org/10.1103/PhysRevA.82.022504,
38,Sr+,4d+,5p+,4.187,0.048,CCSDpT,2010,"U. I. Safronova, Phys. Rev. A 82,022504 (2010)",https://doi.org/10.1103/PhysRevA.82.022504,
87,Fr,7p-,7s,4.2641,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
87,Fr,7p-,6d-,7.0276,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
87,Fr,7p+,7s,5.8619,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
87,Fr,7p+,6d-,3.2217,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
87,Fr,7p+,6d+,9.9456,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
88,Ra+,7p-,7s,3.2545,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
88,Ra+,7p-,6d-,3.5659,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
88,Ra+,7p+,7s,4.5106,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
88,Ra+,7p+,6d-,1.5117,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
88,Ra+,7p+,6d+,4.8232,,CCSD,2007,"U. I. Safronova, W. R. Johnson, and M. S. Safronova, Phys. Rev. A 76, 042504 (2007)",https://doi.org/10.1103/PhysRevA.76.042504,
37,Rb,5p-,5s,4.231,0.003,Expt.,1996,"U. Volz and H. Schmoranzer, Physica Scripta T65, 48 (1996)",https://iopscience.iop.org/article/10.1088/0031-8949/1996/T65/007,
37,Rb,5p+,5s,5.978,0.005,Expt.,1996,"U. Volz and H. Schmoranzer, Physica Scripta T65, 48 (1996)",https://iopscience.iop.org/article/10.1088/0031-8949/1996/T65/007,
70,Yb+,5d-,6p-,3.09,,PTSCI,2011,"V. A. Dzuba and V. V. Flambaum, Phys. Rev. A 83, 052513 (2011)",https://doi.org/10.1103/PhysRevA.83.052513,
70,Yb+,5d-,6p+,1.36,,PTSCI,2011,"V. A. Dzuba and V. V. Flambaum, Phys. Rev. A 83, 052513 (2011)",https://doi.org/10.1103/PhysRevA.83.052513,
70,Yb+,6s,6p-,2.72,,PTSCI,2011,"V. A. Dzuba and V. V. Flambaum, Phys. Rev. A 83, 052513 (2011)",https://doi.org/10.1103/PhysRevA.83.052513,
70,Yb+,6s,6p+,3.84,,PTSCI,2011,"V. A. Dzuba and V. V. Flambaum, Phys. Rev. A 83, 052513 (2011)",https://doi.org/10.1103/PhysRevA.83.052513,
55,Cs,6p-,6s,4.494,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
55,Cs,6p-,7s,4.253,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
55,Cs,6p+,6s,6.325,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
55,Cs,6p+,7s,6.507,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
55,Cs,7p-,6s,0.275,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
55,Cs,7p-,7s,10.29,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
55,Cs,7p+,6s,0.583,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
55,Cs,7p+,7s,14.3,,CPM,1989,"V. A. Dzuba, V. V. Flambaum, A. Y. Kraftmakher, and O. P. Sushkov, Phys. Lett. A 142,373 (1989)",https://doi.org/10.1016/0375-9601(89)90385-X,
37,Rb,5p-,5s,4.246,,CPM,2012,"V. A. Dzuba, V. V. Flambaum, and B. M. Roberts, Phys. Rev. A 86, 062512 (2012)",https://doi.org/10.1103/PhysRevA.86.062512,
37,Rb,5p+,5s,5.994,,CPM,2012,"V. A. Dzuba, V. V. Flambaum, and B. M. Roberts, Phys. Rev. A 86, 062512 (2012)",https://doi.org/10.1103/PhysRevA.86.062512,
56,Ba+,6p-,6s,3.31,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,6p-,7s,2.493,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,6p-,5d-,3.055,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,6p+,6s,4.674,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,6p+,7s,3.882,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,6p+,5d-,1.334,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,6p+,5d+,4.118,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,7p-,6s,0.099,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,7p-,7s,7.008,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,7p-,5d-,0.261,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,7p+,6s,0.035,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,7p+,7s,9.773,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,7p+,5d-,0.147,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,7p+,5d+,0.432,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,8p-,6s,0.115,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,8p-,7s,0.113,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,8p-,5d-,0.119,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,8p+,6s,0.073,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,8p+,7s,0.463,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,8p+,5d-,0.07,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
56,Ba+,8p+,5d+,0.206,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p-,6s,4.497,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p-,7s,4.255,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p-,5d-,7.011,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p+,6s,6.33,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p+,7s,6.495,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p+,5d-,3.16,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p+,5d+,9.59,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,7p-,6s,0.256,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,7p-,7s,10.292,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,7p-,5d-,2.061,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,7p+,6s,0.544,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,7p+,7s,14.299,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,7p+,5d-,0.815,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,7p+,5d+,2.542,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,8p-,6s,0.066,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,8p-,7s,0.928,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,8p-,5d-,0.647,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,8p+,6s,0.197,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,8p+,7s,1.639,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,8p+,5d-,0.261,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,8p+,5d+,0.809,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,7p-,7s,4.28,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,7p-,8s,4.26,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,7p-,6d-,7.202,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,7p+,7s,5.897,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,7p+,8s,7.487,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,7p+,6d-,3.314,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,7p+,6d+,10.187,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,8p-,7s,0.27,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,8p-,8s,10.064,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,8p-,6d-,2.574,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,8p+,7s,0.864,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
