Z,Atom,A,B,Value,Uncertainty,Method,Year,Citation,Links,Notes
87,Fr,8p+,8s,13.321,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,8p+,6d-,0.802,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,8p+,6d+,2.609,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,9p-,7s,0.076,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,9p-,8s,0.985,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,9p-,6d-,0.798,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,9p+,7s,0.396,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,9p+,8s,2.248,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,9p+,6d-,0.266,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
87,Fr,9p+,6d+,0.851,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,7p-,7s,3.224,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,7p-,8s,2.534,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,7p-,6d-,3.55,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,7p+,7s,4.477,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,7p+,8s,4.663,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,7p+,6d-,1.504,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,7p+,6d+,4.816,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,8p-,7s,0.088,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,8p-,8s,6.959,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,8p-,6d-,0.013,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,8p+,7s,0.339,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,8p+,8s,9.32,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,8p+,6d-,0.127,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,8p+,6d+,0.347,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,9p-,7s,0.116,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,9p-,8s,0.137,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,9p-,6d-,0.013,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,9p+,7s,0.095,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,9p+,8s,1.029,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,9p+,6d-,0.057,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
88,Ra+,9p+,6d+,0.163,,CPM,2001,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. A 63, 062101 (2001)",https://doi.org/10.1103/PhysRevA.63.062101,
55,Cs,6p-,6s,4.498,,PTSCI,2002,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. D 66, 076013 (2002)",https://doi.org/10.1103/PhysRevD.66.076013,
55,Cs,6p-,7s,4.249,,PTSCI,2002,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. D 66, 076013 (2002)",https://doi.org/10.1103/PhysRevD.66.076013,
55,Cs,7p-,7s,10.298,,PTSCI,2002,"V. A. Dzuba, V. V. Flambaum, and J. S. M. Ginges, Phys. Rev. D 66, 076013 (2002)",https://doi.org/10.1103/PhysRevD.66.076013,
87,Fr,7p-,7s,4.279,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,7p-,8s,4.165,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,7p-,6d-,7.196,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,7p+,7s,5.894,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,7p+,8s,7.384,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,7p+,6d-,3.311,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,7p+,6d+,10.184,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,8p-,7s,0.2913,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,8p-,8s,10.16,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,8p+,7s,0.924,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,8p+,8s,13.45,,CPM,1995,"V. A. Dzuba, V. V. Flambaum, and O. P. Sushkov, Phys. Rev. A 51, 3454 (1995)",https://doi.org/10.1103/PhysRevA.51.3454,
87,Fr,7p-,7s,4.27,0.07,CCSD,2017,"Y.-B. Tang, B.-Q. Lou, and T.-Y. Shi, Phys. Rev. A 96, 022513 (2017)",https://doi.org/10.1103/PhysRevA.96.022513,
87,Fr,7p-,6d-,7.15,0.09,CCSD,2017,"Y.-B. Tang, B.-Q. Lou, and T.-Y. Shi, Phys. Rev. A 96, 022513 (2017)",https://doi.org/10.1103/PhysRevA.96.022513,
87,Fr,7p+,7s,5.87,0.1,CCSD,2017,"Y.-B. Tang, B.-Q. Lou, and T.-Y. Shi, Phys. Rev. A 96, 022513 (2017)",https://doi.org/10.1103/PhysRevA.96.022513,
87,Fr,7p+,6d-,3.27,0.07,CCSD,2017,"Y.-B. Tang, B.-Q. Lou, and T.-Y. Shi, Phys. Rev. A 96, 022513 (2017)",https://doi.org/10.1103/PhysRevA.96.022513,
87,Fr,7p+,6d+,10.07,0.17,CCSD,2017,"Y.-B. Tang, B.-Q. Lou, and T.-Y. Shi, Phys. Rev. A 96, 022513 (2017)",https://doi.org/10.1103/PhysRevA.96.022513,
56,Ba+,6p+,5d-,1.33199,0.00096,Expt.,2020,"Z. Zhang, K. J. Arnold, S. R. Chanu, R. Kaewuam, M. S. Safronova, and M. D. Barrett, Phys. Rev. A 101, 062515 (2020)",https://doi.org/10.1103/PhysRevA.101.062515,
56,Ba+,6p+,5d+,4.1028,0.0025,Expt.,2020,"Z. Zhang, K. J. Arnold, S. R. Chanu, R. Kaewuam, M. S. Safronova, and M. D. Barrett, Phys. Rev. A 101, 062515 (2020)",https://doi.org/10.1103/PhysRevA.101.062515,
12,Mg+,3p-,3s,2.419,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,3p+,3s,3.415,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101382",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4s,3p-,1.694,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101383",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4s,3p+,2.365,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101384",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,3d+,3p+,5.629,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101385",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,3d-,3p-,4.159,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101386",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,3d-,3p+,1.875,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101387",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4p-,3s,0.053,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101388",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4p-,4s,5.311,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101389",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4p-,3d-,4.632,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101390",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4p+,3s,0.066,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101391",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4p+,4s,7.506,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101392",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4p+,3d+,6.207,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101393",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4p+,3d-,2.069,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101394",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5s,3p-,0.458,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101395",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5s,3p+,0.649,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101396",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5s,4p-,3.807,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101397",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5s,4p+,5.402,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101398",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4d+,3p+,0.861,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101399",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4d+,4p+,10.767,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101400",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4d-,3p-,0.645,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101401",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4d-,3p+,0.293,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101402",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4d-,4p-,8.012,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101403",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4d-,4p+,3.589,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101404",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4f-,3d+,2.018,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101405",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4f-,3d-,7.552,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101406",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4f-,4d+,3.323,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101407",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4f-,4d-,12.432,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101408",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4f+,3d+,9.027,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101409",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,4f+,4d+,14.859,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101410",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p-,3s,0.065,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101411",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p-,4s,0.083,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101412",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p-,3d-,0.435,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101413",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p-,5s,9.249,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101414",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p-,4d-,9.707,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101415",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p+,3s,0.09,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101416",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p+,4s,0.137,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101417",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p+,3d+,0.586,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101418",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p+,3d-,0.201,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101419",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p+,5s,13.096,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p+,4d+,13.008,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101421",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5p+,4d-,4.336,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101422",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6s,3p-,0.256,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101423",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6s,3p+,0.361,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101424",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6s,4p-,0.954,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101425",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6s,4p+,1.356,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101426",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6s,5p-,6.655,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101427",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6s,5p+,9.439,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101428",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d+,3p+,0.331,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101429",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d+,4p+,2.039,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101430",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d+,4f-,0.441,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101431",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d+,4f+,1.971,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101432",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d+,5p+,17.257,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101433",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d-,3p-,0.247,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101434",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d-,3p+,0.11,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101435",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d-,4p-,1.524,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101436",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d-,4p+,0.679,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101437",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d-,4f-,1.649,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101438",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d-,5p-,12.839,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101439",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5d-,5p+,5.752,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101440",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f-,3d+,0.69,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101441",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f-,3d-,2.612,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101442",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f-,4d+,2.687,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101443",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f-,4d-,10.053,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101444",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f-,5d+,6.279,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101445",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f-,5d-,23.445,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101446",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f+,3d+,3.071,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101447",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f+,4d+,12.016,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101448",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,5f+,5d+,28.023,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101449",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6d+,3p+,0.174,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101450",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6d+,4p+,0.9,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101451",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6d+,4f-,0.15,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101452",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6d+,4f+,0.667,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101453",https://doi.org/10.1016/j.adt.2020.101381,
12,Mg+,6d+,5p+,3.459,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101454",https://doi.org/10.1016/j.adt.2020.101381,
